state,gender,median_home_val,avg_fam_income,avg_household_income,med_fam_income,median_household_income,hvp1,per_capita_income,pobc2,avggift,domain,target_d,med_fam_income_binned
FL,Female,1806.0,450.0,338,312.0,243,33,22969.0,5,2,U2,3.0,Low
FL,Female,683.0,368.0,313,325.0,284,2,12396.0,32,15,T2,15.0,Low
MI,Male,630.0,437.0,395,396.0,355,0,15914.0,75,13,C2,20.0,Moderate
AR,F,389.0,286.0,253,234.0,207,0,9933.0,69,12,R2,20.0,Low
AR,Male,417.0,282.0,200,199.0,131,0,6858.0,42,13,T3,12.5,Low
WA,Male,731.0,382.0,349,355.0,304,1,13513.0,53,6,T2,10.0,Low
NV,Female,1569.0,781.0,785,672.0,673,22,25775.0,44,12,C3,15.0,Moderate
AR,F,335.0,239.0,207,207.0,166,0,8297.0,76,4,R3,5.0,Low
FL,Male,1357.0,587.0,571,534.0,521,26,20642.0,30,13,C1,16.0,Moderate
SD,F,530.0,375.0,276,375.0,309,0,11438.0,80,5,R2,6.0,Low
WA,Male,883.0,363.0,355,315.0,294,6,13642.0,66,14,C2,19.0,Low
WA,Male,982.0,384.0,341,388.0,318,0,12744.0,61,20,S2,35.0,Moderate
MI,Male,663.0,534.0,483,501.0,432,0,16668.0,64,15,U2,20.0,Moderate
NC,Male,827.0,319.0,297,275.0,240,8,12413.0,60,6,R2,6.0,Low
MI,Female,266.0,211.0,217,167.0,146,0,7863.0,72,8,U4,5.0,Low
CA,Male,1967.0,436.0,403,409.0,371,45,24029.0,15,10,C1,12.0,Moderate
OR,Female,470.0,355.0,318,339.0,305,1,11035.0,45,5,T2,8.0,Low
MI,Male,626.0,440.0,392,388.0,356,2,16309.0,83,9,C2,11.0,Moderate
WA,Male,1521.0,543.0,497,422.0,412,33,19703.0,64,8,T2,5.0,Moderate
OR,Female,584.0,347.0,318,314.0,282,0,13789.0,51,10,S2,15.0,Low
NC,Female,588.0,318.0,285,288.0,257,0,10225.0,56,19,T2,20.0,Low
IL,Female,1063.0,434.0,354,360.0,294,0,18383.0,79,20,C2,20.0,Low
IL,Female,588.0,387.0,331,345.0,272,2,13570.0,85,13,R2,21.0,Low
FL,Female,663.0,340.0,305,315.0,293,3,12675.0,24,11,T2,37.0,Low
AR,F,582.0,340.0,323,308.0,292,0,10930.0,61,4,T2,5.0,Low
NC,Female,1497.0,762.0,667,678.0,581,21,30594.0,76,6,C1,10.0,Moderate
IL,Female,281.0,342.0,274,314.0,280,0,10874.0,83,7,R2,14.0,Low
MI,Male,784.0,400.0,332,378.0,289,2,12840.0,67,11,C2,10.0,Moderate
CA,Female,1722.0,433.0,411,420.0,404,39,13454.0,59,4,T2,5.0,Moderate
FL,Male,645.0,284.0,257,249.0,226,1,13007.0,7,5,C3,5.0,Low
IN,Male,544.0,433.0,360,403.0,330,0,14398.0,68,5,S2,5.0,Moderate
MN,Female,896.0,438.0,340,335.0,291,6,17357.0,70,8,C1,15.0,Low
NV,Male,398.0,337.0,292,303.0,248,0,11618.0,39,8,0,14.0,Low
TX,Female,900.0,455.0,336,337.0,273,3,19298.0,43,13,U1,15.0,Low
IL,Male,1421.0,662.0,534,604.0,435,24,18555.0,81,5,U1,6.0,Moderate
GA,Female,405.0,254.0,215,208.0,166,0,7997.0,81,6,R3,5.0,Low
KY,Male,297.0,187.0,185,178.0,176,0,5972.0,72,21,R3,10.0,Low
KS,Female,317.0,249.0,241,249.0,231,0,17155.0,64,4,C2,7.0,Low
CA,Female,2184.0,419.0,394,376.0,351,67,16480.0,38,12,U1,20.0,Moderate
Arizona,Male,0.0,0.0,0,0.0,0,0,0.0,0,17,C3,25.0,Low
CO,Male,1848.0,765.0,705,688.0,643,40,27612.0,24,8,T1,20.0,Moderate
ID,F,2111.0,550.0,444,408.0,320,53,28034.0,26,16,R1,50.0,Moderate
CA,Male,5795.0,1204.0,1201,1326.0,1329,99,57002.0,36,11,T1,15.0,Very High
AL,F,710.0,457.0,433,429.0,402,0,14119.0,50,10,T1,11.0,Moderate
NC,Female,680.0,318.0,277,279.0,236,2,11568.0,60,9,T2,10.0,Low
FL,Male,950.0,469.0,420,449.0,357,3,18756.0,16,7,C2,5.0,Moderate
TX,Male,846.0,602.0,595,541.0,538,0,18861.0,73,5,C1,6.0,Moderate
AL,F,2432.0,1105.0,1057,1332.0,1273,64,55765.0,62,15,S1,15.0,Very High
IL,Female,3573.0,1179.0,1065,1474.0,1245,98,83519.0,70,10,S1,24.0,Very High
OK,Male,393.0,221.0,222,212.0,195,0,10232.0,65,15,T3,50.0,Low
TX,Male,600.0,479.0,467,461.0,420,0,17725.0,77,8,T1,15.0,Moderate
ND,Female,469.0,398.0,331,354.0,293,0,13446.0,79,19,T1,25.0,Low
OR,Female,605.0,323.0,283,326.0,223,0,12224.0,47,12,C2,10.0,Low
FL,Female,711.0,363.0,307,305.0,267,0,15229.0,7,3,C2,4.0,Low
CA,Female,1072.0,427.0,378,306.0,284,6,14572.0,63,17,C2,25.0,Low
MI,Female,782.0,504.0,498,475.0,462,1,15816.0,89,20,T2,34.0,Moderate
IL,Male,464.0,364.0,277,291.0,225,0,12445.0,84,10,R2,10.0,Low
CA,Male,1803.0,492.0,364,418.0,281,20,24681.0,13,13,C2,19.0,Moderate
TX,Female,1329.0,743.0,689,727.0,685,1,21941.0,38,6,C1,6.0,Moderate
AL,Female,408.0,286.0,259,253.0,215,1,9667.0,87,8,C2,7.0,Low
CA,Female,1537.0,544.0,528,509.0,495,19,17689.0,58,13,S1,20.0,Moderate
AL,Female,488.0,311.0,282,314.0,300,0,10516.0,82,4,T2,5.0,Low
SC,Male,799.0,467.0,421,445.0,429,0,15469.0,70,9,T2,12.5,Moderate
CA,F,1722.0,408.0,365,406.0,324,13,15603.0,62,6,S1,6.0,Moderate
MO,Female,365.0,296.0,269,249.0,215,0,9330.0,70,13,R3,15.0,Low
IL,Female,1204.0,557.0,491,514.0,444,5,18966.0,72,7,S1,15.0,Moderate
FL,Male,518.0,264.0,228,213.0,184,0,11126.0,12,9,C3,20.0,Low
CA,Female,2486.0,543.0,516,508.0,475,73,26926.0,71,3,C2,25.0,Moderate
CA,Male,5439.0,1004.0,961,1029.0,984,98,42403.0,45,12,S1,12.0,High
CA,Female,3477.0,629.0,528,601.0,424,90,27103.0,37,5,C1,6.0,Moderate
CA,Female,2813.0,474.0,388,366.0,313,81,23850.0,12,10,C2,10.0,Low
CA,Male,3909.0,901.0,878,886.0,870,98,34835.0,45,11,S1,15.0,High
MI,Male,237.0,274.0,274,250.0,255,0,12378.0,58,12,U4,25.0,Low
SC,Female,545.0,338.0,324,316.0,302,1,12022.0,80,15,R2,20.0,Low
SC,Male,482.0,335.0,287,282.0,239,1,11149.0,81,5,R2,5.0,Low
WA,F,506.0,356.0,310,320.0,274,0,12932.0,37,10,C2,10.0,Low
NJ,Female,1344.0,472.0,439,468.0,436,7,14568.0,75,3,T2,20.0,Moderate
NC,Male,621.0,352.0,300,328.0,267,0,11523.0,81,10,R2,12.0,Low
TX,Male,564.0,288.0,274,207.0,199,1,10369.0,73,8,C1,15.0,Low
FL,Female,398.0,210.0,195,207.0,193,0,6768.0,42,8,T3,11.0,Low
MI,Male,667.0,395.0,345,380.0,333,0,12506.0,68,6,R2,5.0,Moderate
TX,Male,948.0,684.0,655,604.0,545,1,20038.0,54,5,R2,5.0,Moderate
OR,Female,953.0,455.0,387,379.0,319,1,15729.0,45,13,S2,20.0,Moderate
NC,Female,1070.0,476.0,435,420.0,384,24,17806.0,67,6,T1,14.0,Moderate
CA,Male,1029.0,413.0,408,401.0,415,5,17789.0,64,5,R2,10.0,Moderate
CA,Male,1325.0,464.0,403,458.0,381,4,19380.0,38,16,S1,26.0,Moderate
MO,Female,806.0,441.0,386,393.0,357,0,14575.0,81,4,S2,3.0,Moderate
TX,Female,339.0,207.0,212,161.0,158,0,5445.0,58,8,C3,10.0,Low
WI,Male,1040.0,569.0,549,505.0,492,5,18196.0,79,15,T1,20.0,Moderate
NC,Male,487.0,314.0,275,308.0,273,0,13272.0,76,5,C3,5.0,Low
WI,Male,498.0,390.0,357,348.0,278,0,13894.0,87,8,T2,25.0,Low
CA,Female,942.0,304.0,306,254.0,204,6,10323.0,58,5,R2,10.0,Low
GA,Female,1156.0,655.0,541,617.0,420,5,22639.0,56,31,C2,50.0,Moderate
IL,Male,331.0,314.0,255,288.0,195,0,11368.0,72,7,R3,10.0,Low
UT,Male,498.0,299.0,246,229.0,139,0,7461.0,70,5,R2,6.0,Low
WA,Female,904.0,407.0,330,372.0,296,2,17248.0,46,13,T1,23.0,Low
IA,Male,324.0,202.0,186,192.0,146,0,8170.0,47,12,C3,15.0,Low
CA,Male,1771.0,341.0,322,335.0,314,13,17567.0,45,11,C2,20.0,Low
NC,Male,1203.0,543.0,497,473.0,462,10,17989.0,51,15,T1,15.0,Moderate
MN,Male,737.0,469.0,472,504.0,506,0,13295.0,83,8,T2,10.0,Moderate
NC,Male,504.0,287.0,246,228.0,191,1,9564.0,81,5,T2,5.0,Low
CA,Male,931.0,343.0,332,318.0,307,2,12060.0,50,5,T1,5.0,Low
OR,Female,819.0,367.0,331,275.0,259,2,13539.0,41,7,T2,10.0,Low
TX,F,1490.0,818.0,733,645.0,612,25,38526.0,56,18,S1,30.0,Moderate
CA,Female,2521.0,516.0,512,424.0,412,63,13961.0,45,5,C2,5.0,Moderate
CA,Male,4068.0,872.0,748,821.0,753,99,31920.0,37,6,U1,15.0,High
NC,Female,810.0,503.0,489,457.0,441,1,17642.0,56,8,C1,14.0,Moderate
CA,Female,1364.0,308.0,296,255.0,244,15,6939.0,43,18,U4,25.0,Low
LA,Female,456.0,317.0,281,263.0,238,0,10293.0,67,11,T2,12.0,Low
IN,Male,501.0,445.0,385,407.0,359,0,16856.0,65,7,C2,15.0,Moderate
CA,Female,810.0,264.0,217,214.0,180,2,12413.0,32,12,T2,50.0,Low
CA,Male,1960.0,469.0,362,321.0,265,46,17243.0,33,6,S2,5.0,Low
CA,Female,770.0,313.0,276,264.0,213,3,11794.0,45,4,T2,13.0,Low
OR,Female,619.0,324.0,300,271.0,244,1,13392.0,53,12,R2,15.0,Low
NM,Male,544.0,341.0,322,305.0,259,1,11638.0,44,20,R2,20.0,Low
CA,Female,1436.0,372.0,338,347.0,308,16,11970.0,66,25,T2,20.0,Low
CA,Male,3223.0,597.0,568,516.0,487,89,22177.0,59,6,S1,10.0,Moderate
CA,F,5500.0,614.0,456,424.0,365,99,31227.0,50,11,S1,35.0,Moderate
NC,Female,1588.0,511.0,478,471.0,450,35,18048.0,61,16,T1,19.0,Moderate
KS,Female,227.0,251.0,220,241.0,202,0,8250.0,72,2,T2,6.0,Low
GA,Male,679.0,402.0,377,374.0,350,0,11290.0,87,13,T2,16.0,Low
TX,Male,612.0,547.0,551,510.0,508,0,23219.0,51,12,U1,15.0,Moderate
SD,Female,213.0,329.0,283,273.0,222,1,12227.0,57,5,T2,5.0,Low
KY,Male,1111.0,636.0,552,591.0,506,2,21181.0,52,6,S1,12.0,Moderate
OR,Male,803.0,326.0,311,240.0,222,4,11846.0,36,19,R2,20.0,Low
FL,Female,665.0,312.0,273,264.0,240,2,11939.0,26,7,S2,12.0,Low
OR,Male,646.0,328.0,305,249.0,239,1,10757.0,58,5,R2,12.0,Low
NC,Male,2441.0,866.0,697,740.0,579,67,46160.0,54,11,C1,12.5,Moderate
CA,Female,1985.0,490.0,467,446.0,414,48,17181.0,38,10,U2,14.0,Moderate
CA,Female,1016.0,303.0,278,246.0,235,1,12496.0,66,20,U3,20.0,Low
Arizona,Male,596.0,361.0,345,316.0,308,0,11474.0,42,11,U2,20.0,Low
Arizona,Male,851.0,387.0,330,363.0,299,0,19138.0,10,15,C2,15.0,Low
WI,Male,477.0,375.0,303,321.0,278,0,11950.0,66,8,S3,15.0,Low
IN,Male,725.0,360.0,349,309.0,305,1,13264.0,77,10,R2,14.0,Low
TN,Male,457.0,292.0,237,242.0,186,0,10259.0,78,9,R2,10.0,Low
WI,Female,377.0,375.0,320,363.0,311,0,10276.0,49,5,C2,10.0,Low
MI,Male,1223.0,704.0,638,644.0,575,8,27751.0,68,25,S1,25.0,Moderate
TN,Male,308.0,269.0,231,220.0,182,0,9150.0,76,10,R3,10.0,Low
IL,Male,1097.0,473.0,371,463.0,312,3,16896.0,79,10,S2,17.0,Moderate
OR,Male,1060.0,500.0,422,425.0,340,11,19213.0,32,15,C1,10.0,Moderate
IL,Female,870.0,420.0,361,405.0,356,0,17028.0,64,26,U2,20.0,Moderate
IA,Male,543.0,387.0,339,349.0,271,0,12961.0,83,4,R2,5.0,Low
GA,F,1063.0,558.0,526,529.0,477,7,18253.0,65,15,T2,20.0,Moderate
AL,Female,402.0,287.0,230,240.0,186,0,10573.0,71,37,C3,20.0,Low
OR,Male,770.0,318.0,272,282.0,228,3,12603.0,47,20,C1,30.0,Low
AL,Female,364.0,277.0,221,231.0,170,0,8962.0,92,10,R3,25.0,Low
SC,Male,620.0,373.0,348,358.0,323,0,11492.0,69,3,T2,3.0,Low
FL,Female,577.0,373.0,224,324.0,157,0,10497.0,45,11,U3,23.0,Low
NC,Female,897.0,479.0,444,473.0,454,0,15887.0,60,13,T1,15.0,Moderate
KY,Male,651.0,359.0,361,345.0,321,0,15114.0,76,9,S2,13.0,Low
CA,Female,2292.0,710.0,680,670.0,642,70,22186.0,52,6,S1,13.0,Moderate
FL,Female,972.0,462.0,388,367.0,316,12,20831.0,10,11,C1,17.0,Low
TX,Male,1035.0,471.0,356,386.0,273,10,14432.0,73,11,R1,15.0,Moderate
GA,Female,431.0,319.0,289,283.0,258,0,9791.0,81,7,R3,10.0,Low
CA,Female,4947.0,748.0,682,608.0,586,99,33685.0,38,10,U1,10.0,Moderate
KS,Female,351.0,356.0,225,245.0,213,0,9679.0,62,12,C3,20.0,Low
CA,Male,439.0,228.0,230,203.0,203,0,5774.0,57,5,R3,5.0,Low
CA,Male,1967.0,482.0,438,418.0,371,49,15962.0,53,5,T2,7.0,Moderate
CO,Female,952.0,457.0,436,407.0,394,1,15275.0,47,6,S1,10.0,Moderate
TX,Female,637.0,457.0,446,407.0,404,0,13216.0,37,4,U1,20.0,Moderate
IL,Male,1413.0,539.0,489,482.0,414,6,30680.0,68,8,C1,25.0,Moderate
IN,Female,360.0,307.0,252,266.0,206,0,9936.0,76,15,T3,5.0,Low
HI,Female,3676.0,722.0,724,692.0,683,91,23977.0,68,20,S1,5.0,Moderate
OR,Male,719.0,321.0,280,269.0,224,6,12226.0,42,7,R2,15.0,Low
NC,Female,1071.0,575.0,490,494.0,357,18,23527.0,55,17,C1,15.0,Moderate
CO,Male,1460.0,668.0,641,565.0,551,12,21916.0,36,7,C1,15.0,Moderate
CA,Female,2766.0,439.0,398,433.0,362,84,17063.0,53,13,S1,20.0,Moderate
WA,Male,3442.0,793.0,749,671.0,658,77,28222.0,46,10,S1,15.0,Moderate
MN,Female,528.0,335.0,243,271.0,204,0,11183.0,69,8,T2,10.0,Low
NM,Male,1345.0,678.0,629,635.0,609,3,29493.0,18,11,R2,23.0,Moderate
FL,Male,747.0,376.0,398,385.0,380,0,17585.0,25,4,C1,7.0,Moderate
NC,Female,498.0,326.0,285,284.0,243,1,11462.0,86,20,T2,25.0,Low
FL,Female,881.0,496.0,388,464.0,355,5,17641.0,27,11,T1,19.0,Moderate
CO,Female,957.0,400.0,365,360.0,319,9,13186.0,49,5,R1,7.0,Low
TX,Male,920.0,633.0,348,753.0,160,8,20828.0,43,15,U1,10.0,High
OR,Male,693.0,259.0,232,248.0,213,2,10095.0,61,7,R2,11.0,Low
CA,Female,1922.0,332.0,300,307.0,284,44,9661.0,45,5,U3,6.0,Low
FL,Female,1473.0,688.0,649,647.0,611,17,26812.0,28,7,T1,11.0,Moderate
IN,Female,369.0,346.0,295,305.0,251,0,11275.0,88,5,T2,10.0,Low
CO,Female,1070.0,518.0,529,510.0,505,0,16105.0,34,7,T1,8.0,Moderate
TX,F,340.0,237.0,208,221.0,191,0,7393.0,57,14,T2,20.0,Low
IN,Female,684.0,357.0,298,321.0,272,1,14675.0,74,13,S1,25.0,Low
SC,Male,454.0,320.0,280,285.0,244,0,10904.0,85,10,R2,12.0,Low
IL,Male,574.0,363.0,315,318.0,289,0,11250.0,69,3,U3,4.0,Low
FL,Female,3772.0,791.0,647,661.0,515,87,46740.0,16,14,U1,17.0,Moderate
NC,Female,730.0,419.0,365,374.0,309,1,14673.0,75,25,T2,25.0,Low
IA,Male,588.0,405.0,354,380.0,332,0,11164.0,67,4,R2,5.0,Moderate
OR,Female,1465.0,720.0,589,638.0,514,25,27151.0,33,7,S1,10.0,Moderate
NC,Female,824.0,356.0,333,305.0,285,3,13339.0,59,9,R2,10.0,Low
FL,Male,852.0,497.0,480,446.0,443,1,16681.0,41,10,S1,10.0,Moderate
MI,Female,777.0,511.0,476,485.0,444,0,16822.0,81,9,S2,12.0,Moderate
TX,Female,532.0,396.0,297,404.0,237,0,11962.0,65,12,U3,17.0,Moderate
CA,Male,2917.0,709.0,712,613.0,625,93,23064.0,53,10,S1,10.0,Moderate
CA,Female,1990.0,395.0,389,326.0,301,49,14403.0,53,15,S2,35.0,Low
ID,Male,427.0,341.0,290,290.0,231,0,10388.0,71,27,R3,40.0,Low
Arizona,Male,844.0,390.0,333,336.0,293,0,19809.0,1,9,0,10.0,Low
TX,Male,822.0,385.0,321,322.0,228,2,11594.0,72,10,R1,12.0,Low
SC,Female,761.0,464.0,425,422.0,396,2,15429.0,62,6,T1,15.0,Moderate
FL,Female,965.0,495.0,426,453.0,356,7,19633.0,24,9,S1,10.0,Moderate
MO,Female,150.0,239.0,198,197.0,162,0,8299.0,85,6,R3,10.0,Low
CO,Female,607.0,279.0,256,260.0,239,0,10199.0,57,3,U3,3.0,Low
MN,Female,760.0,544.0,492,505.0,469,0,17948.0,66,7,C2,11.0,Moderate
IL,Female,445.0,306.0,270,253.0,234,0,10475.0,84,8,R2,10.0,Low
CO,Female,1331.0,635.0,561,579.0,503,13,22045.0,26,12,S1,20.0,Moderate
IL,Female,598.0,487.0,419,453.0,371,0,16242.0,73,11,C1,10.0,Moderate
CA,Female,3997.0,945.0,919,915.0,896,97,41664.0,49,10,S1,23.0,High
CA,Female,3461.0,514.0,479,423.0,404,90,17618.0,67,6,T1,10.0,Moderate
KY,F,683.0,362.0,325,309.0,267,2,11879.0,84,16,R2,29.0,Low
CA,Male,5739.0,810.0,792,670.0,634,97,45680.0,45,9,U1,15.0,Moderate
MO,Male,150.0,258.0,223,251.0,202,0,8084.0,90,6,R2,3.0,Low
AR,F,502.0,336.0,292,298.0,247,0,11053.0,75,9,S1,15.0,Low
IL,Female,539.0,384.0,377,303.0,268,0,10905.0,45,5,U3,11.0,Low
CA,Female,1856.0,536.0,516,523.0,504,33,17132.0,63,13,S1,20.0,Moderate
IL,Male,301.0,347.0,267,354.0,238,0,12366.0,80,10,R2,10.0,Low
AL,Female,1075.0,590.0,552,556.0,511,6,20216.0,41,5,T1,6.0,Moderate
CA,Female,5000.0,959.0,797,963.0,738,99,50907.0,48,11,S1,13.0,High
KY,Female,283.0,227.0,207,168.0,149,0,7466.0,73,5,R3,7.0,Low
AR,F,1054.0,726.0,652,644.0,584,11,26074.0,63,13,C1,20.0,Moderate
WI,Female,1260.0,404.0,309,357.0,252,24,17617.0,79,4,C2,5.0,Low
CA,Female,3009.0,546.0,493,455.0,411,85,20728.0,39,12,C2,17.0,Moderate
SD,Male,462.0,253.0,248,264.0,224,0,8866.0,55,8,C2,16.0,Low
MI,Female,574.0,420.0,360,363.0,299,0,17296.0,72,6,C2,14.0,Low
TN,Female,402.0,267.0,234,229.0,194,0,8742.0,84,12,R3,15.0,Low
TX,Female,557.0,205.0,221,188.0,211,0,5550.0,60,13,U3,16.0,Low
MO,Female,320.0,233.0,202,183.0,148,0,9379.0,78,13,R2,21.0,Low
OR,Female,758.0,457.0,455,409.0,407,0,17576.0,53,7,S2,11.0,Moderate
MI,Female,836.0,425.0,380,354.0,332,15,13813.0,74,4,0,5.0,Low
TN,Female,468.0,315.0,294,308.0,245,0,11358.0,66,8,S3,18.25,Low
CA,Female,5000.0,932.0,712,936.0,569,99,52576.0,34,15,U1,5.25,High
CA,Female,2541.0,528.0,454,486.0,423,75,19220.0,48,24,S1,25.0,Moderate
MI,Male,497.0,421.0,384,452.0,362,0,13649.0,79,20,S3,40.0,Moderate
NV,Male,1003.0,386.0,318,322.0,258,5,15748.0,13,25,S2,25.0,Low
TX,Male,770.0,578.0,522,522.0,477,0,19810.0,54,20,S1,10.0,Moderate
CO,Male,739.0,428.0,419,368.0,369,0,14453.0,53,20,S2,20.0,Low
GA,Female,2140.0,850.0,816,789.0,773,59,33069.0,48,3,S1,3.0,High
IA,Female,1282.0,703.0,607,637.0,550,15,26007.0,66,4,C1,5.0,Moderate
CA,Female,1167.0,406.0,329,272.0,211,4,16425.0,21,11,C2,15.0,Low
CA,Female,5626.0,1051.0,969,1109.0,1023,98,62324.0,40,30,S1,100.0,High
NM,Female,636.0,341.0,295,311.0,281,1,11957.0,47,8,T3,20.0,Low
CA,Male,1834.0,420.0,441,371.0,442,23,11448.0,46,14,U2,21.0,Low
IL,Male,912.0,453.0,375,393.0,334,0,14883.0,78,8,U2,20.0,Moderate
CA,Female,2125.0,468.0,411,399.0,375,58,21196.0,57,20,U1,30.0,Moderate
MO,Female,1180.0,607.0,554,548.0,513,7,19444.0,55,5,C1,5.0,Moderate
CA,Female,669.0,226.0,214,198.0,190,0,7245.0,50,8,C2,15.0,Low
CA,Female,0.0,186.0,178,147.0,132,0,9308.0,21,4,U4,5.0,Low
GA,Female,533.0,386.0,339,349.0,301,0,11562.0,48,8,R2,9.0,Low
UT,Male,582.0,392.0,385,368.0,361,0,12270.0,62,9,C2,10.0,Low
OR,Male,480.0,237.0,202,217.0,203,1,8973.0,50,17,T2,20.0,Low
TX,Male,435.0,289.0,256,209.0,174,1,7881.0,63,12,C3,10.0,Low
ID,Female,609.0,323.0,290,291.0,250,1,10580.0,34,3,T2,50.0,Low
NC,Female,548.0,317.0,256,307.0,213,0,11564.0,86,5,T2,5.0,Low
KY,Male,447.0,314.0,265,280.0,214,0,12305.0,88,12,C3,20.0,Low
FL,Male,467.0,323.0,261,261.0,192,0,10376.0,33,15,U4,15.0,Low
MI,Male,327.0,325.0,284,256.0,232,0,12587.0,48,13,U4,15.0,Low
IL,Female,890.0,455.0,459,426.0,437,5,20927.0,63,8,S1,10.0,Moderate
CA,Female,2947.0,754.0,665,658.0,564,86,44438.0,28,15,S1,15.0,Moderate
FL,Female,679.0,321.0,242,238.0,192,0,13762.0,11,7,U3,10.0,Low
CA,Female,1522.0,537.0,453,485.0,374,9,20172.0,42,5,U2,5.0,Moderate
IL,Male,5324.0,1217.0,1053,1500.0,1159,95,95913.0,45,22,S1,20.0,Very High
CA,Female,1878.0,475.0,389,439.0,351,45,15262.0,62,5,T2,6.0,Moderate
IN,Female,529.0,397.0,345,360.0,277,0,12618.0,71,17,C2,10.0,Low
FL,Female,742.0,356.0,290,293.0,239,9,18464.0,0,5,C2,5.0,Low
OK,Female,466.0,399.0,368,368.0,332,0,12452.0,69,10,S2,20.0,Low
CA,Female,911.0,384.0,330,358.0,325,0,16016.0,58,5,S2,10.0,Low
WA,Male,952.0,529.0,484,452.0,414,4,23125.0,48,14,R1,20.0,Moderate
FL,Male,879.0,327.0,303,251.0,235,1,9954.0,17,10,U3,20.0,Low
IN,Female,573.0,471.0,413,437.0,393,1,16377.0,69,16,T2,15.0,Moderate
CA,Female,1644.0,489.0,450,426.0,396,35,16298.0,54,3,S2,4.0,Moderate
CO,Female,905.0,331.0,269,245.0,215,3,10917.0,37,13,S3,25.0,Low
GA,Female,406.0,287.0,245,225.0,183,1,8848.0,83,7,R3,10.0,Low
FL,F,0.0,0.0,0,0.0,0,0,0.0,0,12,S3,15.0,Low
WA,Female,430.0,243.0,236,234.0,221,0,8096.0,59,10,U1,13.0,Low
FL,Female,492.0,288.0,243,244.0,200,0,13616.0,7,15,C3,20.0,Low
GA,Male,553.0,345.0,343,334.0,325,0,11881.0,69,7,S2,11.0,Low
Arizona,F,719.0,407.0,331,366.0,313,1,13050.0,52,5,U2,8.0,Low
WA,Male,1761.0,715.0,692,588.0,583,31,25887.0,38,12,S1,20.0,Moderate
MI,Male,587.0,473.0,438,466.0,438,0,14390.0,89,4,S2,9.0,Moderate
MI,Male,800.0,478.0,433,448.0,409,1,14218.0,85,20,S2,25.0,Moderate
CA,Male,3196.0,731.0,695,692.0,655,91,21091.0,41,30,U1,50.0,Moderate
IN,Male,789.0,462.0,412,434.0,383,0,17643.0,79,9,S2,25.0,Moderate
MI,Male,545.0,328.0,312,281.0,265,3,10786.0,84,10,R2,10.0,Low
MN,Male,745.0,428.0,374,382.0,326,1,15081.0,76,11,S1,10.0,Moderate
FL,Male,1144.0,505.0,436,443.0,333,0,16518.0,27,14,S2,10.0,Moderate
FL,Female,730.0,272.0,287,191.0,181,1,12098.0,22,10,U3,20.0,Low
NM,Female,506.0,273.0,253,214.0,191,2,8923.0,72,14,R2,20.0,Low
ID,Female,488.0,234.0,203,220.0,159,0,8393.0,62,11,C2,5.0,Low
CA,Female,1748.0,391.0,382,355.0,351,22,14059.0,24,5,S2,10.0,Low
CA,Female,2159.0,394.0,247,280.0,233,67,12950.0,62,20,U2,15.0,Low
NC,Female,739.0,451.0,405,402.0,309,0,17709.0,40,10,C2,10.0,Moderate
CA,Female,2153.0,397.0,360,379.0,320,60,15000.0,46,22,S2,35.0,Moderate
CA,Female,2051.0,561.0,543,545.0,523,54,19319.0,55,33,S2,30.0,Moderate
Arizona,F,1553.0,725.0,694,653.0,634,32,29972.0,17,23,0,25.0,Moderate
CA,Male,986.0,405.0,369,389.0,354,1,13968.0,58,7,S2,7.0,Moderate
GA,Male,442.0,286.0,257,253.0,218,0,9399.0,78,15,R3,20.0,Low
KS,Female,405.0,349.0,291,274.0,241,0,11254.0,59,21,R2,26.0,Low
MI,Female,355.0,309.0,271,292.0,252,0,10409.0,93,12,C3,16.0,Low
OK,Male,922.0,501.0,449,442.0,374,3,16125.0,66,14,T1,17.0,Moderate
NC,Female,506.0,336.0,294,285.0,243,0,11973.0,89,9,T2,14.0,Low
FL,Male,3333.0,815.0,549,609.0,390,79,48235.0,20,10,C1,17.0,Moderate
Arizona,Male,723.0,485.0,351,361.0,265,0,17145.0,42,18,S2,26.0,Low
OR,Male,528.0,359.0,306,338.0,284,0,11925.0,51,12,T2,25.0,Low
IL,Female,418.0,430.0,381,343.0,330,0,14006.0,90,11,R2,25.0,Low
CA,Female,2322.0,498.0,499,472.0,469,76,18806.0,48,7,C1,11.0,Moderate
IL,Female,704.0,415.0,358,349.0,314,0,11865.0,73,13,U3,20.0,Low
Arizona,F,1060.0,631.0,559,602.0,519,0,18341.0,42,6,U1,13.0,Moderate
IL,Female,539.0,343.0,297,348.0,254,0,12966.0,80,7,C3,7.0,Low
IN,Female,1097.0,601.0,534,562.0,485,4,21132.0,64,14,T1,19.0,Moderate
IL,Female,1058.0,562.0,525,499.0,479,1,18116.0,86,8,S1,14.0,Moderate
CA,Male,1971.0,607.0,559,605.0,553,46,17576.0,39,15,S1,21.0,Moderate
GA,Male,512.0,297.0,248,237.0,190,0,9317.0,55,20,C3,20.0,Low
TX,Male,321.0,271.0,233,189.0,170,1,9720.0,81,10,R3,5.0,Low
WA,Male,2321.0,718.0,713,638.0,631,65,21434.0,61,6,T1,13.0,Moderate
IA,Female,622.0,416.0,401,378.0,347,0,15808.0,88,15,T2,25.0,Moderate
GA,Male,351.0,237.0,219,186.0,171,0,8814.0,78,25,R1,25.0,Low
WY,Female,540.0,237.0,195,215.0,191,0,10336.0,34,10,C2,10.0,Low
